index	character	character in latex	character/story	character/story in latex	card url
1368	Anthony Garcia	Anthony Garcia	Anthony Garcia/The Dark Knight	Anthony Garcia/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-Anthony-Garcia-1600-364-241.pdf
1369	Lau	Lau	Lau/The Dark Knight	Lau/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-Lau-1600-364-241.pdf
1370	Sal Maroni	Sal Maroni	Sal Maroni/The Dark Knight	Sal Maroni/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-Sal-Maroni-1600-364-241.pdf
1371	Susan Mayer	Susan Mayer	Susan Mayer/Desperate Housewives	Susan Mayer/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Susan-Mayer-1600-364-241.pdf
1372	Lynette Scavo	Lynette Scavo	Lynette Scavo/Desperate Housewives	Lynette Scavo/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Lynette-Scavo-1600-364-241.pdf
1373	Bree Van de Kamp	Bree Van de Kamp	Bree Van de Kamp/Desperate Housewives	Bree Van de Kamp/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Bree-Van-de-Kamp-1600-364-241.pdf
1374	Gabrielle Solis	Gabrielle Solis	Gabrielle Solis/Desperate Housewives	Gabrielle Solis/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Gabrielle-Solis-1600-364-241.pdf
1375	Edie Britt	Edie Britt	Edie Britt/Desperate Housewives	Edie Britt/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Edie-Britt-1600-364-241.pdf
1376	Carlos Solis	Carlos Solis	Carlos Solis/Desperate Housewives	Carlos Solis/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Carlos-Solis-1600-364-241.pdf
1377	Julie Mayer	Julie Mayer	Julie Mayer/Desperate Housewives	Julie Mayer/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Julie-Mayer-1600-364-241.pdf
1378	Mary Alice Young	Mary Alice Young	Mary Alice Young/Desperate Housewives	Mary Alice Young/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Mary-Alice-Young-1600-364-241.pdf
1379	Mike Delfino	Mike Delfino	Mike Delfino/Desperate Housewives	Mike Delfino/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Mike-Delfino-1600-364-241.pdf
1380	Tom Scavo	Tom Scavo	Tom Scavo/Desperate Housewives	Tom Scavo/Desperate Housewives	https://compstorylab.org/archetypometrics/cards/Desperate-Housewives-Tom-Scavo-1600-364-241.pdf
1381	Robert Crawley	Robert Crawley	Robert Crawley/Downton Abbey	Robert Crawley/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Robert-Crawley-1600-364-241.pdf
1382	Lady Sybil Crawley	Lady Sybil Crawley	Lady Sybil Crawley/Downton Abbey	Lady Sybil Crawley/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Lady-Sybil-Crawley-1600-364-241.pdf
1383	Lady Edith Crawley	Lady Edith Crawley	Lady Edith Crawley/Downton Abbey	Lady Edith Crawley/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Lady-Edith-Crawley-1600-364-241.pdf
1384	Charlie Carson	Charlie Carson	Charlie Carson/Downton Abbey	Charlie Carson/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Charlie-Carson-1600-364-241.pdf
1385	John Bates	John Bates	John Bates/Downton Abbey	John Bates/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-John-Bates-1600-364-241.pdf
1386	Lady Mary Crawley	Lady Mary Crawley	Lady Mary Crawley/Downton Abbey	Lady Mary Crawley/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Lady-Mary-Crawley-1600-364-241.pdf
1387	Sarah O'Brien	Sarah O'Brien	Sarah O'Brien/Downton Abbey	Sarah O'Brien/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Sarah-OBrien-1600-364-241.pdf
1388	Anna Bates	Anna Bates	Anna Bates/Downton Abbey	Anna Bates/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Anna-Bates-1600-364-241.pdf
1389	Elsie Carson	Elsie Carson	Elsie Carson/Downton Abbey	Elsie Carson/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Elsie-Carson-1600-364-241.pdf
1390	William Mason	William Mason	William Mason/Downton Abbey	William Mason/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-William-Mason-1600-364-241.pdf
1391	Thomas Barrow	Thomas Barrow	Thomas Barrow/Downton Abbey	Thomas Barrow/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Thomas-Barrow-1600-364-241.pdf
1392	Cora Crawley	Cora Crawley	Cora Crawley/Downton Abbey	Cora Crawley/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Cora-Crawley-1600-364-241.pdf
1393	Daisy Mason	Daisy Mason	Daisy Mason/Downton Abbey	Daisy Mason/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Daisy-Mason-1600-364-241.pdf
1394	Beryl Patmore	Beryl Patmore	Beryl Patmore/Downton Abbey	Beryl Patmore/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Beryl-Patmore-1600-364-241.pdf
1395	Violet Crawley	Violet Crawley	Violet Crawley/Downton Abbey	Violet Crawley/Downton Abbey	https://compstorylab.org/archetypometrics/cards/Downton-Abbey-Violet-Crawley-1600-364-241.pdf
1396	Kat Stratford	Kat Stratford	Kat Stratford/10 Things I Hate About You	Kat Stratford/10 Things I Hate About You	https://compstorylab.org/archetypometrics/cards/10-Things-I-Hate-About-You-Kat-Stratford-1600-364-241.pdf
1397	Patrick Verona	Patrick Verona	Patrick Verona/10 Things I Hate About You	Patrick Verona/10 Things I Hate About You	https://compstorylab.org/archetypometrics/cards/10-Things-I-Hate-About-You-Patrick-Verona-1600-364-241.pdf
1398	Cameron James	Cameron James	Cameron James/10 Things I Hate About You	Cameron James/10 Things I Hate About You	https://compstorylab.org/archetypometrics/cards/10-Things-I-Hate-About-You-Cameron-James-1600-364-241.pdf
1399	Bianca Stratford	Bianca Stratford	Bianca Stratford/10 Things I Hate About You	Bianca Stratford/10 Things I Hate About You	https://compstorylab.org/archetypometrics/cards/10-Things-I-Hate-About-You-Bianca-Stratford-1600-364-241.pdf
1400	Walter Stratford	Walter Stratford	Walter Stratford/10 Things I Hate About You	Walter Stratford/10 Things I Hate About You	https://compstorylab.org/archetypometrics/cards/10-Things-I-Hate-About-You-Walter-Stratford-1600-364-241.pdf
1401	Joey Donner	Joey Donner	Joey Donner/10 Things I Hate About You	Joey Donner/10 Things I Hate About You	https://compstorylab.org/archetypometrics/cards/10-Things-I-Hate-About-You-Joey-Donner-1600-364-241.pdf
1402	Tom Hansen	Tom Hansen	Tom Hansen/500 Days of Summer	Tom Hansen/500 Days of Summer	https://compstorylab.org/archetypometrics/cards/500-Days-of-Summer-Tom-Hansen-1600-364-241.pdf
1403	Summer Finn	Summer Finn	Summer Finn/500 Days of Summer	Summer Finn/500 Days of Summer	https://compstorylab.org/archetypometrics/cards/500-Days-of-Summer-Summer-Finn-1600-364-241.pdf
1404	Alicia Florrick	Alicia Florrick	Alicia Florrick/The Good Wife	Alicia Florrick/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Alicia-Florrick-1600-364-241.pdf
1405	Cary Agos	Cary Agos	Cary Agos/The Good Wife	Cary Agos/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Cary-Agos-1600-364-241.pdf
1406	Diane Lockhart	Diane Lockhart	Diane Lockhart/The Good Wife	Diane Lockhart/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Diane-Lockhart-1600-364-241.pdf
1407	Kalinda Sharma	Kalinda Sharma	Kalinda Sharma/The Good Wife	Kalinda Sharma/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Kalinda-Sharma-1600-364-241.pdf
1408	Will Gardner	Will Gardner	Will Gardner/The Good Wife	Will Gardner/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Will-Gardner-1600-364-241.pdf
1409	Grace Florrick	Grace Florrick	Grace Florrick/The Good Wife	Grace Florrick/The Good Wife	https://compstorylab.org/archetypometrics/cards/The-Good-Wife-Grace-Florrick-1600-364-241.pdf
1410	Patty Hewes	Patty Hewes	Patty Hewes/Damages	Patty Hewes/Damages	https://compstorylab.org/archetypometrics/cards/Damages-Patty-Hewes-1600-364-241.pdf
1411	Ellen Parsons	Ellen Parsons	Ellen Parsons/Damages	Ellen Parsons/Damages	https://compstorylab.org/archetypometrics/cards/Damages-Ellen-Parsons-1600-364-241.pdf
1412	Tom Shayes	Tom Shayes	Tom Shayes/Damages	Tom Shayes/Damages	https://compstorylab.org/archetypometrics/cards/Damages-Tom-Shayes-1600-364-241.pdf
1413	Jack Dawson	Jack Dawson	Jack Dawson/Titanic	Jack Dawson/Titanic	https://compstorylab.org/archetypometrics/cards/Titanic-Jack-Dawson-1600-364-241.pdf
1414	Rose DeWitt Bukater	Rose DeWitt Bukater	Rose DeWitt Bukater/Titanic	Rose DeWitt Bukater/Titanic	https://compstorylab.org/archetypometrics/cards/Titanic-Rose-DeWitt-Bukater-1600-364-241.pdf
1415	Cal Hockley	Cal Hockley	Cal Hockley/Titanic	Cal Hockley/Titanic	https://compstorylab.org/archetypometrics/cards/Titanic-Cal-Hockley-1600-364-241.pdf
1416	Sherlock Holmes	Sherlock Holmes	Sherlock Holmes/Elementary	Sherlock Holmes/Elementary	https://compstorylab.org/archetypometrics/cards/Elementary-Sherlock-Holmes-1600-364-241.pdf
1417	Joan Watson	Joan Watson	Joan Watson/Elementary	Joan Watson/Elementary	https://compstorylab.org/archetypometrics/cards/Elementary-Joan-Watson-1600-364-241.pdf
1418	Marcus Bell	Marcus Bell	Marcus Bell/Elementary	Marcus Bell/Elementary	https://compstorylab.org/archetypometrics/cards/Elementary-Marcus-Bell-1600-364-241.pdf
1419	Woody	Woody	Woody/Toy Story	Woody/Toy Story	https://compstorylab.org/archetypometrics/cards/Toy-Story-Woody-1600-364-241.pdf
1420	Buzz Lightyear	Buzz Lightyear	Buzz Lightyear/Toy Story	Buzz Lightyear/Toy Story	https://compstorylab.org/archetypometrics/cards/Toy-Story-Buzz-Lightyear-1600-364-241.pdf
1421	Mr. Potato Head	Mr. Potato Head	Mr. Potato Head/Toy Story	Mr. Potato Head/Toy Story	https://compstorylab.org/archetypometrics/cards/Toy-Story-Mr-Potato-Head-1600-364-241.pdf
1422	Rex	Rex	Rex/Toy Story	Rex/Toy Story	https://compstorylab.org/archetypometrics/cards/Toy-Story-Rex-1600-364-241.pdf
1423	Bo Peep	Bo Peep	Bo Peep/Toy Story	Bo Peep/Toy Story	https://compstorylab.org/archetypometrics/cards/Toy-Story-Bo-Peep-1600-364-241.pdf
1424	Sid Phillips	Sid Phillips	Sid Phillips/Toy Story	Sid Phillips/Toy Story	https://compstorylab.org/archetypometrics/cards/Toy-Story-Sid-Phillips-1600-364-241.pdf
1425	Dale Cooper	Dale Cooper	Dale Cooper/Twin Peaks	Dale Cooper/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Dale-Cooper-1600-364-241.pdf
1426	Sheriff Truman	Sheriff Truman	Sheriff Truman/Twin Peaks	Sheriff Truman/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Sheriff-Truman-1600-364-241.pdf
1427	Shelly Johnson	Shelly Johnson	Shelly Johnson/Twin Peaks	Shelly Johnson/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Shelly-Johnson-1600-364-241.pdf
1428	Bobby Briggs	Bobby Briggs	Bobby Briggs/Twin Peaks	Bobby Briggs/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Bobby-Briggs-1600-364-241.pdf
1429	Benjamin Horne	Benjamin Horne	Benjamin Horne/Twin Peaks	Benjamin Horne/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Benjamin-Horne-1600-364-241.pdf
1430	Audrey Horne	Audrey Horne	Audrey Horne/Twin Peaks	Audrey Horne/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Audrey-Horne-1600-364-241.pdf
1431	Norma Jennings	Norma Jennings	Norma Jennings/Twin Peaks	Norma Jennings/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Norma-Jennings-1600-364-241.pdf
1432	James Hurley	James Hurley	James Hurley/Twin Peaks	James Hurley/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-James-Hurley-1600-364-241.pdf
1433	Ed Hurley	Ed Hurley	Ed Hurley/Twin Peaks	Ed Hurley/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Ed-Hurley-1600-364-241.pdf
1434	Pete Martell	Pete Martell	Pete Martell/Twin Peaks	Pete Martell/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Pete-Martell-1600-364-241.pdf
1435	Leland Palmer	Leland Palmer	Leland Palmer/Twin Peaks	Leland Palmer/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Leland-Palmer-1600-364-241.pdf
1436	Josie Packard	Josie Packard	Josie Packard/Twin Peaks	Josie Packard/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Josie-Packard-1600-364-241.pdf
1437	Catherine Martell	Catherine Martell	Catherine Martell/Twin Peaks	Catherine Martell/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Catherine-Martell-1600-364-241.pdf
1438	Lucy Moran	Lucy Moran	Lucy Moran/Twin Peaks	Lucy Moran/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Lucy-Moran-1600-364-241.pdf
1439	Donna Hayward	Donna Hayward	Donna Hayward/Twin Peaks	Donna Hayward/Twin Peaks	https://compstorylab.org/archetypometrics/cards/Twin-Peaks-Donna-Hayward-1600-364-241.pdf
1440	Noah Calhoun	Noah Calhoun	Noah Calhoun/The Notebook	Noah Calhoun/The Notebook	https://compstorylab.org/archetypometrics/cards/The-Notebook-Noah-Calhoun-1600-364-241.pdf
1441	Allison Hamilton	Allison Hamilton	Allison Hamilton/The Notebook	Allison Hamilton/The Notebook	https://compstorylab.org/archetypometrics/cards/The-Notebook-Allison-Hamilton-1600-364-241.pdf
1442	Lon Hammond, Jr.	Lon Hammond, Jr.	Lon Hammond, Jr./The Notebook	Lon Hammond, Jr./The Notebook	https://compstorylab.org/archetypometrics/cards/The-Notebook-Lon-Hammond-Jr-1600-364-241.pdf
1443	Michael Scott	Michael Scott	Michael Scott/The Office	Michael Scott/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Michael-Scott-1600-364-241.pdf
1444	Dwight Schrute	Dwight Schrute	Dwight Schrute/The Office	Dwight Schrute/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Dwight-Schrute-1600-364-241.pdf
1445	Jim Halpert	Jim Halpert	Jim Halpert/The Office	Jim Halpert/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Jim-Halpert-1600-364-241.pdf
1446	Pam Beesly	Pam Beesly	Pam Beesly/The Office	Pam Beesly/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Pam-Beesly-1600-364-241.pdf
1447	Ryan Howard	Ryan Howard	Ryan Howard/The Office	Ryan Howard/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Ryan-Howard-1600-364-241.pdf
1448	Andy Bernard	Andy Bernard	Andy Bernard/The Office	Andy Bernard/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Andy-Bernard-1600-364-241.pdf
1449	Jan Levinson	Jan Levinson	Jan Levinson/The Office	Jan Levinson/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Jan-Levinson-1600-364-241.pdf
1450	Stanley Hudson	Stanley Hudson	Stanley Hudson/The Office	Stanley Hudson/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Stanley-Hudson-1600-364-241.pdf
1451	Kevin Malone	Kevin Malone	Kevin Malone/The Office	Kevin Malone/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Kevin-Malone-1600-364-241.pdf
1452	Meredith Palmer	Meredith Palmer	Meredith Palmer/The Office	Meredith Palmer/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Meredith-Palmer-1600-364-241.pdf
1453	Angela Martin	Angela Martin	Angela Martin/The Office	Angela Martin/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Angela-Martin-1600-364-241.pdf
1454	Phyllis Lapin	Phyllis Lapin	Phyllis Lapin/The Office	Phyllis Lapin/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Phyllis-Lapin-1600-364-241.pdf
1455	Kelly Kapoor	Kelly Kapoor	Kelly Kapoor/The Office	Kelly Kapoor/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Kelly-Kapoor-1600-364-241.pdf
1456	Erin Hannon	Erin Hannon	Erin Hannon/The Office	Erin Hannon/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Erin-Hannon-1600-364-241.pdf
1457	Robert California	Robert California	Robert California/The Office	Robert California/The Office	https://compstorylab.org/archetypometrics/cards/The-Office-Robert-California-1600-364-241.pdf
1458	Mark Watney	Mark Watney	Mark Watney/The Martian	Mark Watney/The Martian	https://compstorylab.org/archetypometrics/cards/The-Martian-Mark-Watney-1600-364-241.pdf
1459	Dr. Shaun Murphy	Dr. Shaun Murphy	Dr. Shaun Murphy/The Good Doctor	Dr. Shaun Murphy/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Shaun-Murphy-1600-364-241.pdf
1460	Dr. Claire Browne	Dr. Claire Browne	Dr. Claire Browne/The Good Doctor	Dr. Claire Browne/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Claire-Browne-1600-364-241.pdf
1461	Dr. Marcus Andrews	Dr. Marcus Andrews	Dr. Marcus Andrews/The Good Doctor	Dr. Marcus Andrews/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Marcus-Andrews-1600-364-241.pdf
1462	Dr. Aaron Glassman	Dr. Aaron Glassman	Dr. Aaron Glassman/The Good Doctor	Dr. Aaron Glassman/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Aaron-Glassman-1600-364-241.pdf
1463	Dr. Neil Melendez	Dr. Neil Melendez	Dr. Neil Melendez/The Good Doctor	Dr. Neil Melendez/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Neil-Melendez-1600-364-241.pdf
1464	Dr. Audrey Lim	Dr. Audrey Lim	Dr. Audrey Lim/The Good Doctor	Dr. Audrey Lim/The Good Doctor	https://compstorylab.org/archetypometrics/cards/The-Good-Doctor-Dr-Audrey-Lim-1600-364-241.pdf
1465	Stella Gibson	Stella Gibson	Stella Gibson/The Fall	Stella Gibson/The Fall	https://compstorylab.org/archetypometrics/cards/The-Fall-Stella-Gibson-1600-364-241.pdf
1466	Paul Spector	Paul Spector	Paul Spector/The Fall	Paul Spector/The Fall	https://compstorylab.org/archetypometrics/cards/The-Fall-Paul-Spector-1600-364-241.pdf
1467	Jim Burns	Jim Burns	Jim Burns/The Fall	Jim Burns/The Fall	https://compstorylab.org/archetypometrics/cards/The-Fall-Jim-Burns-1600-364-241.pdf
1468	Rust Cohle	Rust Cohle	Rust Cohle/True Detective	Rust Cohle/True Detective	https://compstorylab.org/archetypometrics/cards/True-Detective-Rust-Cohle-1600-364-241.pdf
1469	Marty Hart	Marty Hart	Marty Hart/True Detective	Marty Hart/True Detective	https://compstorylab.org/archetypometrics/cards/True-Detective-Marty-Hart-1600-364-241.pdf
1470	Maggie Hart	Maggie Hart	Maggie Hart/True Detective	Maggie Hart/True Detective	https://compstorylab.org/archetypometrics/cards/True-Detective-Maggie-Hart-1600-364-241.pdf
1471	Billy Butcher	Billy Butcher	Billy Butcher/The Boys	Billy Butcher/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Billy-Butcher-1600-364-241.pdf
1472	Hughie Campbell	Hughie Campbell	Hughie Campbell/The Boys	Hughie Campbell/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Hughie-Campbell-1600-364-241.pdf
1473	Homelander	Homelander	Homelander/The Boys	Homelander/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Homelander-1600-364-241.pdf
1474	Annie January	Annie January	Annie January/The Boys	Annie January/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Annie-January-1600-364-241.pdf
1475	Queen Maeve	Queen Maeve	Queen Maeve/The Boys	Queen Maeve/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Queen-Maeve-1600-364-241.pdf
1476	A-Train	A-Train	A-Train/The Boys	A-Train/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-A-Train-1600-364-241.pdf
1477	Mother's Milk	Mother's Milk	Mother's Milk/The Boys	Mother's Milk/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Mothers-Milk-1600-364-241.pdf
1478	The Deep	The Deep	The Deep/The Boys	The Deep/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-The-Deep-1600-364-241.pdf
1479	Frenchie	Frenchie	Frenchie/The Boys	Frenchie/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Frenchie-1600-364-241.pdf
1480	Kimiko Miyashiro	Kimiko Miyashiro	Kimiko Miyashiro/The Boys	Kimiko Miyashiro/The Boys	https://compstorylab.org/archetypometrics/cards/The-Boys-Kimiko-Miyashiro-1600-364-241.pdf
